depMapID,Name,BMGC_Disease_ID,BMGC_Disease_name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_name,xref_ORDO_name,depmap_match_1_disease,depmap_match_1_disease_name,depmap_match_2_disease,depmap_match_2_disease_name,ncit_match_1_disease,ncit_match_1_disease_name,ncit_match_2_disease,ncit_match_2_disease_name,ordo_match_1_disease,ordo_match_1_disease_name,ordo_match_2_disease,ordo_match_2_disease_name
ACH-000971,HCT 116,BMGC_DS07050,colon carcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000973,639-V,BMGC_DS07053,bladder carcinoma | urinary bladder carcinoma,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1048,Ureter urothelial carcinoma,Upper tract urothelial carcinoma,BMGC_DS05351,bladder transitional cell carcinoma | bladder urothelial carcinoma,BMGC_DS20762,Urinary Tract Infections | urinary tract infection,BMGC_DS09400,infiltrating renal pelvis/ureter urothelial carcinoma | infiltrating ureter transitional cell carcinoma,BMGC_DS08797,inverted urothelial papilloma | urinary tract papillary transitional cell benign neoplasm,BMGC_DS08797,inverted urothelial papilloma | urinary tract papillary transitional cell benign neoplasm,BMGC_DS09400,infiltrating renal pelvis/ureter urothelial carcinoma | infiltrating ureter transitional cell carcinoma
ACH-000974,SNG-M,BMGC_DS05364,endometrial adenocarcinoma,metastasis,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,,,,,,,,,,,,,,,
ACH-000976,HuCCT1,BMGC_DS05988,intrahepatic cholangiocarcinoma,primary,carcinoma,bile_duct,Biliary_Tract:Carcinoma,,,,,,,,,,,,,,,,
ACH-000977,LNCaP clone FGC,BMGC_DS06988,prostate carcinoma,metastasis,carcinoma,prostate,Prostate:Carcinoma,PRAD,,,,,,,,,,,,,,,
ACH-000978,EN,BMGC_DS04086,endometrial carcinoma,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,,,,,,,,,,,,,,,
ACH-000979,DU 145,BMGC_DS06988,prostate carcinoma,metastasis,carcinoma,prostate,Prostate:Carcinoma,PRAD,,,,,,,,,,,,,,,
ACH-000980,NCI-H1155,BMGC_DS05995,lung large cell carcinoma,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,,,,,,,,,,,,,,,
ACH-000981,DND-41,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_2022,Childhood T acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia,BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS20794,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia
ACH-000983,KCL-22,BMGC_DS01409,"chronic myelogenous leukemia, bcr-abl1 positive",metastasis,haematopoietic_neoplasm,CML,Leukemia:CML,LCML,,,,,,,,,,,,,,,
ACH-000985,LS411N,BMGC_DS08517,cecum adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000986,HT115,BMGC_DS07050,colon carcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000987,MeWo,BMGC_DS02930,cutaneous melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-000988,MFE-319,BMGC_DS09171,endometrial adenocarcinoma | endometrial endometrioid adenocarcinoma,primary,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_2112,Endometrial adenosquamous carcinoma,,BMGC_DS06034,endometrioid ovary carcinoma | ovarian endometrioid adenocarcinoma,BMGC_DS09171,endometrial adenocarcinoma | endometrial endometrioid adenocarcinoma,BMGC_DS06034,endometrioid ovary carcinoma | ovarian endometrioid adenocarcinoma,BMGC_DS09171,endometrial adenocarcinoma | endometrial endometrioid adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-000989,SNU-175,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000991,SNU-81,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000995,JURKAT,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_0065,Childhood T acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia,BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS20794,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia
ACH-000997,HCT-15,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000998,CW-2,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-000999,SNU-1040,BMGC_DS05624,colon adenocarcinoma,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,,,,,,,
ACH-001016,Becker,BMGC_DS20147,astrocytoma,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,,,,,,,
ACH-001021,C3A,BMGC_DS04044,hepatoblastoma,primary,carcinoma,liver,,LIHC,,,,,,,,,,,,,,,
ACH-001023,CGTH-W-1,BMGC_DS21147,"thyroid carcinoma, anaplastic",metastasis,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_1120,Thyroid gland squamous cell carcinoma,Thyroid carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS21147,"Thyroid Carcinoma, Anaplastic",BMGC_DS04082,follicular thyroid carcinoma | thyroid gland follicular carcinoma,BMGC_DS09133,tall cell papillary thyroid carcinoma | tall cell variant thyroid gland papillary carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS20734,Thyroid Neoplasms
ACH-001024,CHL-1,BMGC_DS01559,melanoma,primary,malignant_melanoma,melanoma,,SKCM,,,,,,,,,,,,,,,
ACH-001039,COLO 205,BMGC_DS05624,colon adenocarcinoma,metastasis,carcinoma,colorectal,,COAD/READ,,,,,,,,,,,,,,,
ACH-001049,CPC-N,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,,SCLC,,,,,,,,,,,,,,,
ACH-001063,DOV13,BMGC_DS07934,ovarian adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,,,,,,,,,,,,,,,
ACH-001065,EVSA-T,BMGC_DS07015,breast carcinoma,metastasis,carcinoma,breast,,BRCA,,,,,,,,,,,,,,,
ACH-001075,NCI-H292,BMGC_DS20198,"carcinoma, non-small-cell lung",metastasis,carcinoma,lung_NSC,Lung:Others,,CVCL_0455,Lung mucoepidermoid carcinoma,,BMGC_DS01985,pharynx cancer | pharynx neoplasm,BMGC_DS20678,"Sarcoma, Experimental",BMGC_DS08816,laryngeal mucoepidermoid carcinoma,BMGC_DS08926,thymic mucoepidermoid carcinoma | thymus mucoepidermoid carcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-001089,HLE,BMGC_DS05326,adult hepatocellular carcinoma,primary,carcinoma,liver,,LIHC,,,,,,,,,,,,,,,
ACH-001106,KOPN-8,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,primary,lymphoid_neoplasm,B-cell_ALL,Leukemia:ALL,ALL,CVCL_1866,Childhood B acute lymphoblastic leukemia,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3),BMGC_DS20800,"Leukemia, Myeloid, Acute",BMGC_DS20796,"Leukemia-Lymphoma, Adult T-Cell",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS07386,adult acute lymphoblastic leukemia | adult acute lymphocytic leukemia,BMGC_DS13122,B-cell acute lymphoblastic leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1),BMGC_DS19513,B-lymphoblastic leukemia/lymphoma with t(7;9)(q11.2;p13.2)
ACH-001107,KP-1N,BMGC_DS08986,pancreatic ductal adenocarcinoma,metastasis,carcinoma,pancreas,,PAAD,,,,,,,,,,,,,,,
ACH-001125,MOG-G-CCM,BMGC_DS05597,anaplastic astrocytoma,primary,glioma,glioma,,LGG,,,,,,,,,,,,,,,
ACH-001126,MOG-G-UVW,BMGC_DS05597,anaplastic astrocytoma,primary,glioma,glioma,,LGG,,,,,,,,,,,,,,,
ACH-001127,MOLT-4,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,primary,lymphoid_neoplasm,T-cell_ALL,,ALL,CVCL_0013,Adult T acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia,BMGC_DS20832,"Lymphoma, T-Cell",BMGC_DS20795,"Leukemia, T-Cell",BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia,BMGC_DS05322,T-cell adult acute lymphocytic leukemia,BMGC_DS20794,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,BMGC_DS09029,acute lymphoblastic leukemia | precursor lymphoblastic lymphoma/leukemia
ACH-001138,NCI-H2141,BMGC_DS02887,lung small cell carcinoma,metastasis,carcinoma,lung_small_cell,,SCLC,,,,,,,,,,,,,,,
ACH-001151,OVCAR-5,BMGC_DS07934,ovarian adenocarcinoma | ovary adenocarcinoma,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1628,High grade ovarian serous adenocarcinoma,,BMGC_DS20069,"Carcinoma, Ovarian Epithelial",BMGC_DS08982,ovarian transitional cell carcinoma | ovary transitional cell carcinoma,BMGC_DS08979,ovarian serous surface papillary adenocarcinoma | ovary papillary carcinoma,BMGC_DS09417,peritoneal serous adenocarcinoma | primary peritoneal serous adenocarcinoma,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-001182,RPMI 6666,BMGC_DS20405,hodgkin disease | hodgkins lymphoma,primary,lymphoblastoid,lymphoma_Hodgkin,,,CVCL_1665,,,BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20323,Fever,BMGC_DS22241,,BMGC_DS20323,Fever,BMGC_DS22241,
ACH-001190,SK-MEL-2,BMGC_DS01559,melanoma,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,,,,,,,,,,,,,,,
ACH-001199,SNU-C2B,BMGC_DS08517,cecum adenocarcinoma,primary,carcinoma,colorectal,,COAD/READ,,,,,,,,,,,,,,,
ACH-001203,SUP-HD1,BMGC_DS20405,hodgkin disease | hodgkins lymphoma,primary,lymphoid_neoplasm,lymphoma_Hodgkin,,,CVCL_2208,Hodgkin lymphoma,Hodgkin lymphoma,BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin",BMGC_DS20405,Hodgkin Disease | Hodgkins lymphoma,BMGC_DS20499,"Lymphoma, Non-Hodgkin"
ACH-001233,VMRC-LCD,BMGC_DS02944,lung adenocarcinoma,primary,carcinoma,lung_NSC,,LUAD,,,,,,,,,,,,,,,
ACH-001306,8305C,BMGC_DS21147,"thyroid carcinoma, anaplastic",primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_1053,Thyroid gland anaplastic carcinoma,Anaplastic thyroid carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS21147,"Thyroid Carcinoma, Anaplastic",BMGC_DS04082,follicular thyroid carcinoma | thyroid gland follicular carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS04082,follicular thyroid carcinoma | thyroid gland follicular carcinoma
ACH-001307,8505C,BMGC_DS21147,"thyroid carcinoma, anaplastic",primary,carcinoma,thyroid,Thyroid:Carcinoma,THCA,CVCL_1054,Thyroid gland anaplastic carcinoma,Anaplastic thyroid carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS21147,"Thyroid Carcinoma, Anaplastic",BMGC_DS04082,follicular thyroid carcinoma | thyroid gland follicular carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS03290,malignant tumor of parathyroid gland | parathyroid carcinoma,BMGC_DS04082,follicular thyroid carcinoma | thyroid gland follicular carcinoma
