depMapID,CCLE_ID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,Original.Source.of.Cell.Line,Characteristics,Growth.Medium,Supplements,Freezing.Medium,Doubling.Time.from.Vendor,Doubling.Time.Calculated.hrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code
ACH-000631,KS1_CENTRAL_NERVOUS_SYSTEM,KS-1,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,female,,,,,Asian,,,CCLE,GNF,,,,,,,glioma,glioma,CNS:Glioma_HighGrade,181.7136747,GBM
ACH-000633,FU97_STOMACH,FU97,primary,stomach,NS,NS,NS,carcinoma,diffuse_adenocarcinoma,NS,NS,female,,66.0,asian,japan,Asian,,,CCLE,HSRRB,ADHRENT EPITHELIAL; was clumpy,DMEM + 10% FBS,10mg/L INSULIN,5% DMSO,95 hrs,48.5,stomach,stomach,Gastric:Carcinoma,194.2359967,STAD
ACH-000636,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI-8402,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,female,,16.0,,,Caucasian,,TALL,CCLE,DSMZ,SUSPENSION,RPMI-1640+ 10% FBS,,5% DMSO,,51.7,T-cell_ALL,T-cell_ALL,Leukemia:ALL,146.5725381,ALL
ACH-000637,KYSE520_OESOPHAGUS,KYSE-520,primary,oesophagus,lower_third,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,,58.0,asian,japan,Asian,,,CCLE,DSMZ,Adherent,RPMI 1640 +10%FBS,,5% DMSO,,121.8,esophagus,esophagus,Oesophagus:Carcinoma,168.9136858,ESCA
ACH-000638,NCIH441_LUNG,NCI-H441,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,,,,,,Caucasian,pericardial_effusion,,CCLE,ATCC,Adherent; DT=58hrs,RPMI-1640+10%FBS,,5% DMSO,58,279.0,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,131.3333424,LUAD
ACH-000639,NCIH211_LUNG,NCI-H211,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,,50.0,caucasian,,Caucasian,bone_marrow,,CCLE,ATCC,Suspension,RPMI-1640+10%FBS,,5% DMSO,,176.0,lung_small_cell,lung_small_cell,Lung:SCLC,144.3860352,SCLC
ACH-000640,SKMEL31_SKIN,SK-MEL-31,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,,,,Caucasian,,malignant_melanoma,CCLE,ATCC,adherent,EMEM+10%FBS,,5% DMSO,,,melanoma,melanoma,Skin:Melanoma,133.3183855,SKCM
ACH-000641,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CMK,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M7,NS,male,,0.8333,,,Asian,,Down syndrome; acute megakaryoblastic leukaemia,CCLE,DSMZ,"single, multiformed, large cells growing in suspension, sometimes loosely adherent (<3%); 2-3% giant, multinucleated cells",80% RPMI 1640 + 20% h.i. FBS,,10%DMSO,~  40-50 hrs,37.6,AML,AML,Leukemia:AML,179.7006765,LAML
ACH-000643,HDQP1_BREAST,HDQ-P1,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,50.0,caucasian,,Caucasian,,breast_cancer,CCLE,DSMZ,adherent monolayers,DMEM+10% FBS,,5% DMSO,72hrs,63.0,breast,breast,Breast:Carcinoma,148.6957261,BRCA
ACH-000644,COLO829_SKIN,COLO 829,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,45.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent fibroblast.,RPMI-1640+10% FBS,,5%DMSO,,126.9,melanoma,melanoma,Skin:Melanoma,113.6271407,SKCM
ACH-000647,TE1_OESOPHAGUS,TE-1,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,,,,Asian,,,CCLE,JCRB,Epithelial like,RPMI 1640+10%FBS,,,,94.3,esophagus,esophagus,Oesophagus:Carcinoma,181.4703636,ESCA
ACH-000648,NCIH28_PLEURA,NCI-H28,metastasis,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,male,,48.0,caucasian,,African_american,pleura,,CCLE,ATCC,adherent,RPMI+10%FBS,,10% DMSO,,81.2,mesothelioma,mesothelioma,Lung:Mesothelioma,144.0712209,MESO
ACH-000649,786O_KIDNEY,786-O,primary,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,male,,58.0,caucasian,,Caucasian,,kidney_cancer,CCLE,NIBRI,,,,,,,kidney,kidney,Kidney:Carcinoma,170.9658415,KIRC
ACH-000650,IGR37_SKIN,IGR-37,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,26.0,,,Caucasian,lymph_node,Skin Cancer,CCLE,NIBRI,,,,,,39.4,melanoma,melanoma,Skin:Melanoma,128.2141157,SKCM
ACH-000651,SW620_LARGE_INTESTINE,SW620,metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,51.0,caucasian,,Caucasian,lymph_node,colon_cancer,CCLE,ATCC,,DMEM+10% FBS,,5% DMSO,,20.9,colorectal,colorectal,Colorectal:Carcinoma,165.1945605,COAD/READ
ACH-000652,SUIT2_PANCREAS,SUIT-2,metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,,73.0,asian,japan,Asian,liver,moderately differentiated tubular adenocarcinoma,CCLE,HSSRB,adherent epithelial-like,EMEM+10% FBS,,5% DMSO,38.2 hrs,40.6,pancreas,pancreas,Pancreas:Carcinoma,189.3621976,PAAD
ACH-000653,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JJN-3,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,57.0,,,Caucasian,,multiple_myeloma,CCLE,DSMZ,single round to oval cells showing  a morphological range from mononuclear to occasionally multinucleated cells growing in suspention,40% Dulbecco's MEM +40% Iscove's MDM + 20% h.i. FBS,,,~  20-35 hrs,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,152.3137588,MM
ACH-000654,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Raji,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,,12.0,african,,African_american,,lymphoma,CCLE,NIBRI,,,,,,,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,170.4549408,DLBC
ACH-000655,SF268_CENTRAL_NERVOUS_SYSTEM,SF268,primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,,,,,,Caucasian,,,CCLE,Garraway Lab,Mix,RPMI-1640+ 5% FBS,,5% DMSO,,63.0,glioma,glioma,CNS:Glioma_HighGrade,157.8096027,GBM
ACH-000656,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-8,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,,59.0,,,Caucasian,pleura,,CCLE,DSMZ,round single cells growing in suspention,80% RPMI 1640 +20% h.i. FBS,,,~  48-72 hrs,,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,151.013337,DLBC
ACH-000657,A2780_OVARY,A2780,primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,,,,African_american,,ovarian_cancer,CCLE,NIBRI,Monolayer and suspension,RPMI1640+10%FBS,2mM L-Glutamine,,,73.3,ovary,ovary,Ovary:Carcinoma,206.5489916,UNABLE TO CLASSIFY
ACH-000660,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-5,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,17.0,,,Caucasian,lymph_node,B-cell non-Hodgkin lymphoma,CCLE,DSMZ,Supsension,RPMI +10%FBS,,5% DMSO,,,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,126.2473501,DLBC
ACH-000662,CORL23_LUNG,COR-L23,metastasis,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,,62.0,caucasian,,Caucasian,,,CCLE,ECAAC,adherent,RPMI 1640 + 10%FBS,2mM L-glutamine,5% DMSO,,33.4,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,137.3378769,
ACH-000663,OVTOKO_OVARY,OVTOKO,metastasis,ovary,NS,NS,NS,carcinoma,clear_cell_carcinoma,NS,NS,female,,78.0,asian,japan,Asian,spleen,Ovarian Cancer,CCLE,HSSRB,Adherent,RPMI-1640+10%FBS,,5% DMSO,,46.4,ovary,ovary,Ovary:Carcinoma,178.2922066,OV
ACH-000664,SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SU-DHL-1,metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,anaplastic_large_cell_lymphoma,NS,NS,male,,10.0,,,Caucasian,pleura,anaplastic_large_cell_lymphoma,CCLE,DSMZ,"polymorphic cells growing in suspention, singly or in small clusters",90% RPMI 1640 +10% h.i. FBS,,,~  40-50 hrs,,lymphoma_other,T-cell_lymphoma_other,Lymphoma:NH_T_cell,125.341816,
ACH-000665,SKMES1_LUNG,SK-MES-1,metastasis,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,65.0,caucasian,,Caucasian,pleura,lung_cancer,CCLE,,,,,,,,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,148.3603289,LUSC
ACH-000666,NCIH1355_LUNG,NCI-H1355,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,53.0,caucasian,,Caucasian,pleura,,CCLE,ATCC,Adherent,DMEM/F12(1:1) +10 % FBS,".02 mg/ml insulin, .01 mg/ml transferrin, 25nM sodium selenite, 50 nM hydrocortisone, 2 mM L-glutamine, 0.5 sodium pyruvate, 1ng/mL EGF",5% DMSO,,157.4,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,137.1709772,LUAD
ACH-000667,HCC44_LUNG,HCC-44,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,54.0,caucasian,,Caucasian,,lung_cancer,CCLE,DSMZ,Adhrent cells growing as monolayers; dt=30hrs,RPMI-1640+10%FBS,,10% DMSO,30,33.0,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,142.2243369,LUAD
ACH-000668,HCC70_BREAST,HCC70,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,49.0,african_american,,African_american,,breast_cancer,CCLE,NIBRI,,,,,,,breast,breast,Breast:Carcinoma,131.4398136,BRCA
ACH-000669,SW900_LUNG,SW 900,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,53.0,caucasian,,Caucasian,,,CCLE,,Adherent epithelial,L15+10%FBS,,5%DMSO,,,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,144.2755307,LUSC
ACH-000670,SBC5_LUNG,SBC-5,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,,,,,,Asian,,lung_cancer,CCLE,HSRRB,Adherent,EMEM+10%FBS,,5% DMSO,,44.01717,lung_small_cell,lung_small_cell,Lung:SCLC,180.3660079,SCLC
ACH-000672,IALM_LUNG,IA-LM,metastasis,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,,68.0,asian,japan,Asian,skin,,CCLE,RIKEN,ADHERENT EPITHELIAL;,HAMSF10+ 10% FBS,,5% DMSO,,143.2,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,196.5950713,
ACH-000674,NUGC4_STOMACH,NUGC-4,metastasis,stomach,NS,NS,NS,carcinoma,signet_ring_adenocarcinoma,NS,NS,female,,35.0,asian,japan,Asian,lymph_node,,CCLE,GNF,,,,,,,stomach,stomach,Gastric:Carcinoma,175.0163689,STAD
ACH-000675,NCIH1734_LUNG,NCI-H1734,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,56.0,,,Caucasian,,,CCLE,ATCC,Adherent,RPMI-1640  +10% FBS,,5%DMSO,,,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,153.1393568,LUAD
ACH-000677,SW1573_LUNG,SW 1573,primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,,44.0,caucasian,,Caucasian,,lung_cancer,CCLE,ATCC,Adherent epithelial,L15+10%FBS,,5%DMSO,,41.9,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,122.6052624,LUAD
ACH-000678,MKN7_STOMACH,MKN7,metastasis,stomach,NS,NS,NS,carcinoma,tubular_adenocarcinoma,NS,NS,male,,39.0,asian,japan,Asian,lymph_node,,CCLE,GNF,,,,,,,stomach,stomach,Gastric:Carcinoma,163.7412888,STAD
ACH-000679,OE19_OESOPHAGUS,OE19,primary,oesophagus,lower_third,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,72.0,,,Caucasian,,,CCLE,HPACC,AHERENT EPITHELIAL;,RPMI-1640+10%FBS,2mM l-GLUTAMINE,5%DMSO,,78.3,esophagus,esophagus,Oesophagus:Carcinoma,153.3131471,ESCA
ACH-000680,SW948_LARGE_INTESTINE,SW948,primary,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,81.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,145.6289472,COAD/READ
ACH-000681,A549_LUNG,A549,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,,58.0,caucasian,,Caucasian,,lung_cancer,CCLE,ATCC,adherent; epithelial; DT=22 hrs,F-12 +10%FBS,,5% DMSO,,54.0,lung_NSC,lung_NSC,Lung:NSCLC_Others,159.4917529,LUAD
ACH-000684,KMRC1_KIDNEY,KMRC-1,primary,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,male,,,,,Asian,,Kidney Cancer,CCLE,HSRRB,,DMEM+10% FBS,,5% DMSO,,46.4,kidney,kidney,Kidney:Carcinoma,204.6747718,KIRC
ACH-000688,OV7_OVARY,OV7,primary,ovary,NS,NS,NS,carcinoma,NS,NS,NS,female,,78.0,,,Caucasian,,,CCLE,ECACC,adherent epithelial,DMEM:F12 (1:1)+5%FBS,"2mM L-glutamine, 0.5ug/ml hydrocortisone, 10ug/ml insulin",5%DMSO,,58.2,ovary,ovary,Ovary:Carcinoma,154.7010879,OV
ACH-000689,RH18_SOFT_TISSUE,RH-18,primary,soft_tissue,striated_muscle,abdomen,NS,rhabdomyosarcoma,alveolar,NS,NS,female,pediatric,2.0,,,,,,CCLE,DSMZ,"large transparent epitheloid cells, partially with long extentions, growing as monolayers",80% RPMI 1640 +20% h.i. FBS,,,~  60-70 hrs,,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,138.7127299,SARC
ACH-000691,HCC2157_BREAST,HCC2157,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,48.0,african_american,,African_american,,ductal_carcinoma,CCLE,NIBRI,,,,,,,breast,breast,,173.1865428,BRCA
ACH-000693,KYSE180_OESOPHAGUS,KYSE-180,primary,oesophagus,middle_third,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,53.0,asian,japan,Asian,,,CCLE,DSMZ,EPITHELOID CELLS GROWING AS ADHERENT MONOLAYER,RPMI-1640 +10% FBS,,5%DMSO,40-50 hrs,34.1,esophagus,esophagus,Oesophagus:Carcinoma,158.794456,ESCA
ACH-000694,TE9_OESOPHAGUS,TE-9,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,,,,,Asian,,,CCLE,RIKEN,Adherent,RPMI 1640 + 10%FBS,,5% DMSO,,106.5,esophagus,esophagus,Oesophagus:Carcinoma,161.0305019,ESCA
ACH-000696,OVCAR8_OVARY,OVCAR-8,primary,ovary,NS,NS,NS,carcinoma,NS,NS,NS,female,,64.0,,,Caucasian,,ovarian_cancer,CCLE,NIBRI,,,,,,,ovary,ovary,Ovary:Carcinoma,154.9416008,OV
ACH-000697,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,A3/KAW,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,female,,,,,Asian,,,CCLE,HSRRB,suspension; grows in aggregates,,,5% DMSO,,40.0,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,211.4255162,DLBC
ACH-000698,DMS53_LUNG,DMS 53,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,54.0,caucasian,,Caucasian,,lung_cancer,CCLE,ATCC,Adherent,Waymouth's +10%FBS,,5%DMSO,,450.0,lung_small_cell,lung_small_cell,Lung:SCLC,157.2416381,SCLC
ACH-000699,HCC1395_BREAST,HCC1395,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,43.0,caucasian,,Caucasian,,,CCLE,ATCC,ADHERENT EPITHELIAL,RPMI-10% FBS,,5% DMSO,,107.3,breast,breast,Breast:Carcinoma,131.1519698,BRCA
ACH-000702,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-1236,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,,34.0,,,Caucasian,,lymphoma,CCLE,DSMZ,Mix,RPMI+10%FBS,,5%DMSO,48 hrs,89.9,lymphoma_Hodgkin,lymphoma_Hodgkin,Lymphoma:Hodgkin,160.8997968,
ACH-000703,DMS79_LUNG,DMS 79,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,,,65.0,caucasian,,Caucasian,,,CCLE,ATCC,Suspension; multicell aggregates,RPMI-1640+10%FBS,,5% DMSO,,244.0,lung_small_cell,lung_small_cell,Lung:SCLC,154.1632015,SCLC
ACH-000704,OAW42_OVARY,OAW42,metastasis,ovary,NS,NS,NS,carcinoma,NS,NS,NS,female,,,,,Caucasian,ascites,ovarian_cancer,CCLE,ECACC,Epithelial Adherent,DMEM+10%FBS,"2mM L-Glutamine, 20 IU/L Bovine Insuline",,,50.0,ovary,ovary,Ovary:Carcinoma,189.4438445,OV
ACH-000706,EKVX_LUNG,EKVX,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,,,,,,Caucasian,,,CCLE,Garraway Lab,Adherent,RPMI-1640+ 5% FBS,,5% DMSO,,68.4,lung_NSC,lung_NSC,Lung:NSCLC_Others,169.3654686,LUAD
ACH-000711,JIMT1_BREAST,JIMT-1,metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,62.0,,,Caucasian,pleura,breast_cancer,CCLE,DSMZ,epithelial-like cells growing in monolayers,90% Dulbecco's MEM +10% h.i. FBS,,,~  30-40 hrs,,breast,breast,Breast:Carcinoma,158.027178,BRCA
ACH-000713,CAOV3_OVARY,Caov-3,primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,,54.0,caucasian,,Caucasian,,,CCLE,NIBRI,,,,,,,ovary,ovary,Ovary:Carcinoma,140.9123842,OV
ACH-000714,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KMS-11,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,,67.0,asian,,Asian,,multiple_myeloma,CCLE,HSRRB,adherent,RPMI 1640+20%FBS,,5% DMSO,,82.2,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,191.3080362,MM
ACH-000716,TT2609C02_THYROID,TT2609-C02,primary,thyroid,NS,NS,NS,carcinoma,follicular_carcinoma,NS,NS,male,,57.0,caucasian,,Caucasian,,,CCLE,DSMZ,small cells growing adherent but irregularly in monolayers,80-85% RPMI 1640 +15-20% h.i. FBS,1mM sodium pyruvate + insulin-transferrin-selentite medium supplement,,~  60-80 hrs,,thyroid,thyroid,Thyroid:Carcinoma,147.7576774,THCA
ACH-000717,COLO680N_OESOPHAGUS,COLO-680N,primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,,57.0,african_american,,African_american,,,CCLE,DSMZ,"Adherent, epitheloid cells growing in monolayers",90% RPMI 1640 + 10% h.i.FBS,,,~  60-70 hrs,,esophagus,esophagus,Oesophagus:Carcinoma,150.9132136,ESCA
ACH-000718,NCIH2291_LUNG,NCI-H2291,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,,,,Caucasian,lymph_node,,CCLE,ATCC,"Adherent , small pools of cells with large extracel. Space",RPMI 1640 +10% FBS,,5%DMSO,,,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,159.0117836,LUAD
ACH-000719,RMGI_OVARY,RMG-I,primary,ovary,NS,NS,NS,carcinoma,clear_cell_carcinoma,NS,NS,female,,34.0,,,Asian,,,CCLE,NIBRI,,,,,,,ovary,ovary,Ovary:Carcinoma,217.4137109,OV
ACH-000720,TCCSUP_URINARY_TRACT,TCCSUP,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,,67.0,,,Caucasian,,,CCLE,NIBRI,,,,,,,urinary_tract,urinary_tract,Bladder:Carcinoma,139.2351999,BLCA
ACH-000722,SNUC1_LARGE_INTESTINE,SNU-C1,metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,71.0,asian,,Asian,peritoneum,,CCLE,NIBRI,,,,,,,colorectal,colorectal,Colorectal:Carcinoma,201.5597753,COAD/READ
ACH-000724,HT1376_URINARY_TRACT,HT-1376,primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,,58.0,caucasian,,Caucasian,,,CCLE,,Epithelial adherent,EMEM +10%FBS,,5%DMSO,,,urinary_tract,urinary_tract,Bladder:Carcinoma,164.4186284,BLCA
ACH-000725,HCC202_BREAST,HCC202,primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,,82.0,caucasian,,Caucasian,,ductal_carcinoma,CCLE,ATCC,Adherent,RPMI+10%FBS,,5%DMSO,,261.1,breast,breast,Breast:Carcinoma,159.6353575,BRCA
ACH-000727,NCIH2066_LUNG,NCI-H2066,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,,70.0,caucasian,,Caucasian,,,CCLE,ATCC,,DMEM:HAM's F12  1:1 (ATCC catalog # 30-2006) + 5%  FBS,".005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine",5%DMSO,,80.3,lung_small_cell,lung_small_cell,Lung:SCLC,161.4303635,SCLC
ACH-000729,NCIH1963_LUNG,NCI-H1963,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,56.0,african_american,,African_american,,,CCLE,ATCC,Suspension,RPMI-1640+10%FBS,,5% DMSO,,,lung_small_cell,lung_small_cell,Lung:SCLC,157.897507,SCLC
ACH-000730,SKMEL5_SKIN,SK-MEL-5,metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,,24.0,caucasian,,Caucasian,axillary_node,skin_cancer,CCLE,NIBRI,,,,,,,melanoma,melanoma,Skin:Melanoma,138.4460038,SKCM
ACH-000733,NCIH1838_LUNG,NCI-H1838,primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,female,,,,,Caucasian,,,CCLE,ATCC,ADHERENT,RPMI-1640+10%FBS,,5% DMSO,,72.0,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,152.9435432,LUAD
ACH-000738,GB1_CENTRAL_NERVOUS_SYSTEM,GB-1,primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,,35.0,,,Asian,,,CCLE,HSSRB,,Dulbecco's modified Eagle's medium with 10% fetal calf serum,,,,,glioma,glioma,CNS:Glioma_HighGrade,165.5943803,GBM
ACH-000740,A253_SALIVARY_GLAND,A-253,primary,salivary_gland,submaxillary,NS,NS,carcinoma,mucoepidermoid_carcinoma,NS,NS,male,,54.0,caucasian,,Caucasian,,,CCLE,ATCC,Adherent,McCoy's 5A + 10% FBS,,5% DMSO,,47.3,other,upper_aerodigestive,Salivary_Gland:Carcinoma,150.1577888,HNSC
ACH-000743,CORL95_LUNG,COR-L95,primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,,64.0,,,Caucasian,,,CCLE,ECACC,SUSPENSION,RPMI-1640+10% FBS,2mM L-GLUTAMINE,5%DMSO,,123.4,lung_small_cell,lung_small_cell,Lung:SCLC,147.0863414,SCLC
ACH-000744,NCIH1623_LUNG,NCI-H1623,metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,58.0,caucasian,,Caucasian,lymph_node,,CCLE,ATCC,"Adherent, single cells and clusters loosely attached",RPMI 1640+10%FBS,,5%DMSO,,189.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,154.9801859,LUAD
ACH-000745,MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLP-8,primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,male,,52.0,asian,japan,Asian,,,CCLE,DSMZ,"single round cells in suspention, some cells loosely adherent",80% RPMI 1640 + 20% h. i. FBS,,,~  40 hrs,,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,211.6889833,MM
ACH-000747,NCIH1703_LUNG,NCI-H1703,primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,,54.0,caucasian,,Caucasian,,lung_cancer,CCLE,ATCC,Adherent,RPMI+10%FBS,,5% DMSO,,41.1,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,166.6783902,LUSC
ACH-000748,SJSA1_BONE,SJSA-1,primary,bone,femur,NS,NS,osteosarcoma,NS,NS,NS,male,,19.0,african_american,,African_american,,,CCLE,ATCC,Fibroblast like adherent,RPMI1640+10%FBS,,5%DMSO,,98.2,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,160.4233812,SARC
ACH-000749,DMS273_LUNG,DMS 273,metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,,50.0,,,Caucasian,pleura,,CCLE,ECACC,,,,,,,lung_small_cell,lung_small_cell,Lung:SCLC,161.6675583,SCLC
ACH-000750,LOXIMVI_SKIN,LOX IMVI,primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,,58.0,,,Caucasian,,skin_cancer,CCLE,NCI/DCTD,,RPMI-1640+10% FBS,,5% DMSO,,29.3,melanoma,melanoma,Skin:Melanoma,159.042239,SKCM
