depMapID,Name,Pathology,Histology,type,PATHOLOGIST_ANNOTATION,tcga_code,id,xref_NCIt_ID,xref_NCIt_name,NCIt_BMGC_ID,NCIt_BMGC_name,xref_ORDO_ID,xref_ORDO_name,ORDO_BMGC_ID,ORDO_BMGC_name
ACH-000356,MKN-45,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_0434,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000364,U-2 OS,primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,CVCL_0042,NCIt:C9145,Osteosarcoma,BMGC_DS01819,osteosarcoma,ORDO:Orphanet_668,Osteosarcoma,BMGC_DS01819,osteosarcoma
ACH-000372,P12-ICHIKAWA,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_1630,NCIt:C7953,Childhood T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-000376,SF-295,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1690,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000384,SW 780,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1728,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000401,COLO-800,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1135,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000410,Saos-2,primary,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,SARC,CVCL_0548,NCIt:C9145,Osteosarcoma,BMGC_DS01819,osteosarcoma,ORDO:Orphanet_668,Osteosarcoma,BMGC_DS01819,osteosarcoma
ACH-000437,SW 1088,primary,glioma,glioma,CNS:Glioma,GBM,CVCL_1715,NCIt:C60781,Astrocytoma,BMGC_DS20147,Astrocytoma,ORDO:Orphanet_94,Astrocytoma,BMGC_DS20147,Astrocytoma
ACH-000438,LU65,primary,carcinoma,lung_NSC,Lung:NSCLC_Large_Cell,,CVCL_1392,NCIt:C4452,Lung giant cell carcinoma,BMGC_DS04096,lung giant cell carcinoma,,,,
ACH-000439,ME-1,primary,haematopoietic_neoplasm,AML,Leukemia:AML,LAML,CVCL_L911,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000450,MEL-HO,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1402,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000475,huH-1,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_2956,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000480,HuH-7,primary,carcinoma,liver,Liver:HCC,LIHC,CVCL_0336,NCIt:C7956,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma,ORDO:Orphanet_210159,Adult hepatocellular carcinoma,BMGC_DS05326,adult hepatocellular carcinoma
ACH-000504,SNB75,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1706,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000515,HCC-33,metastasis,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_2058,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000524,KURAMOCHI,metastasis,carcinoma,ovary,Ovary:Carcinoma,UNABLE TO CLASSIFY,CVCL_1345,NCIt:C105555,High grade ovarian serous adenocarcinoma,,,,,,
ACH-000545,VM-CUB1,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1786,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000558,A172,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_0131,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000562,HCC-78,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_2061,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000565,RCM-1,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,,,,,,,,,
ACH-000566,SW-1710,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1721,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000569,IST-MES1,primary,mesothelioma,mesothelioma,Lung:Mesothelioma,MESO,CVCL_1311,NCIt:C45662,Pleural epithelioid mesothelioma,,,ORDO:Orphanet_50251,Pleural mesothelioma,BMGC_DS09237,pleural mesothelioma
ACH-000570,YKG1,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,CVCL_1796,NCIt:C3058,Glioblastoma,BMGC_DS00965,glioblastoma,ORDO:Orphanet_360,Glioblastoma,BMGC_DS00965,glioblastoma
ACH-000580,C32,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_ZA06,,,,,,,,
ACH-000599,PA-TU-8902,primary,carcinoma,pancreas,Pancreas:Carcinoma,PAAD,CVCL_1845,NCIt:C8294,Pancreatic adenocarcinoma,BMGC_DS05421,pancreatic adenocarcinoma,,,,
ACH-000616,Hs 746T,metastasis,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_0333,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000631,KS-1,primary,glioma,glioma,CNS:Glioma_HighGrade,GBM,,,,,,,,,
ACH-000633,FU97,primary,carcinoma,stomach,Gastric:Carcinoma,STAD,CVCL_2908,NCIt:C4004,Gastric adenocarcinoma,BMGC_DS05289,gastric adenocarcinoma,,,,
ACH-000667,HCC-44,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_2060,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000669,SW 900,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_1731,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000677,SW 1573,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUAD,CVCL_1720,NCIt:C2923,Minimally invasive lung adenocarcinoma,BMGC_DS00367,minimally invasive lung adenocarcinoma,,,,
ACH-000681,A549,primary,carcinoma,lung_NSC,Lung:NSCLC_Others,LUAD,CVCL_0023,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000689,RH-18,primary,rhabdomyosarcoma,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,SARC,CVCL_1659,NCIt:C3749,Alveolar rhabdomyosarcoma,BMGC_DS04065,alveolar rhabdomyosarcoma,ORDO:Orphanet_99756,Alveolar rhabdomyosarcoma,BMGC_DS04065,alveolar rhabdomyosarcoma
ACH-000697,A3/KAW,primary,lymphoid_neoplasm,lymphoma_DLBCL,Lymphoma:NH_B_cell,DLBC,CVCL_1062,NCIt:C8851,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma,ORDO:Orphanet_544,Diffuse large B-cell lymphoma,BMGC_DS02693,diffuse large B-cell lymphoma
ACH-000717,COLO-680N,primary,carcinoma,esophagus,Oesophagus:Carcinoma,ESCA,CVCL_1131,NCIt:C4024,Esophageal squamous cell carcinoma,BMGC_DS05334,esophageal squamous cell carcinoma,ORDO:Orphanet_99977,Squamous cell carcinoma of the esophagus,,
ACH-000750,LOX IMVI,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1381,NCIt:C3802,Amelanotic melanoma,BMGC_DS04117,amelanotic melanoma,,,,
ACH-000763,MM1-S,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_8792,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000787,LXF-289,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_1394,NCIt:C3512,Lung adenocarcinoma,BMGC_DS02944,lung adenocarcinoma,,,,
ACH-000805,COLO-679,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1130,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000812,COLO-783,metastasis,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1997,NCIt:C3224,Melanoma,BMGC_DS01559,melanoma,,,,
ACH-000817,RPMI 8226,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_0014,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000827,WM-793,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_8787,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000832,CAL 27,primary,carcinoma,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,HNSC,CVCL_1107,NCIt:C173807,Tongue adenosquamous carcinoma,,,,,,
ACH-000838,AMO-1,primary,lymphoid_neoplasm,multiple_myeloma,Lymphoma:Multiple_Myeloma,MM,CVCL_1806,NCIt:C3242,Plasma cell myeloma,BMGC_DS01639,plasma cell myeloma,ORDO:Orphanet_29073,Multiple myeloma,BMGC_DS01639,multiple myeloma
ACH-000840,HCC-366,primary,carcinoma,lung_NSC,Lung:NSCLC_Adeno,LUAD,CVCL_2059,NCIt:C9133,Lung adenosquamous carcinoma,,,,,,
ACH-000843,HARA,metastasis,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,,,,,,,,,
ACH-000871,NCI-H510,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1565,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000878,HCC-15,primary,carcinoma,lung_NSC,Lung:NSCLC_Squamous,LUSC,CVCL_2057,NCIt:C3493,Lung squamous cell carcinoma,BMGC_DS02872,lung squamous cell carcinoma,,,,
ACH-000881,MEL-JUSO,primary,malignant_melanoma,melanoma,Skin:Melanoma,SKCM,CVCL_1403,NCIt:C3510,Cutaneous melanoma,BMGC_DS02930,cutaneous melanoma,,,,
ACH-000883,SW 1783,primary,glioma,glioma,CNS:Glioma_HighGrade,LGG,CVCL_1722,NCIt:C9477,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma,ORDO:Orphanet_251589,Anaplastic astrocytoma,BMGC_DS05597,anaplastic astrocytoma
ACH-000890,SW 1271,primary,carcinoma,lung_small_cell,Lung:SCLC,SCLC,CVCL_1716,NCIt:C4917,Lung small cell carcinoma,BMGC_DS02887,lung small cell carcinoma,ORDO:Orphanet_70573,Small cell lung cancer,,
ACH-000896,647-V,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1049,NCIt:C4912,Bladder carcinoma,BMGC_DS07053,bladder carcinoma,,,,
ACH-000926,HT55,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_1294,NCIt:C9383,Rectal adenocarcinoma,,,,,,
ACH-000940,AN3 CA,metastasis,carcinoma,endometrium,Endometrium:Carcinoma,UCEC,CVCL_0028,NCIt:C26687,Acanthosis nigricans,BMGC_DS00010,Acanthosis Nigricans,,,,
ACH-000944,NAMALWA,primary,lymphoid_neoplasm,lymphoma_Burkitt,Lymphoma:NH_B_cell,DLBC,CVCL_0067,NCIt:C27694,EBV-related Burkitt lymphoma,,,ORDO:Orphanet_543,Burkitt lymphoma,BMGC_DS00331,Burkitt lymphoma
ACH-000957,LS 180,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0397,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-000966,IGROV1,primary,carcinoma,ovary,Ovary:Carcinoma,OV,CVCL_1304,NCIt:C7979,Ovarian endometrioid adenocarcinoma,BMGC_DS06034,ovarian endometrioid adenocarcinoma,ORDO:Orphanet_454723,Endometrioid carcinoma of ovary,,
ACH-000973,639-V,primary,carcinoma,urinary_tract,Bladder:Carcinoma,BLCA,CVCL_1048,NCIt:C4830,Ureter urothelial carcinoma,,,ORDO:Orphanet_598216,Upper tract urothelial carcinoma,,
ACH-000976,HuCCT1,primary,carcinoma,bile_duct,Biliary_Tract:Carcinoma,,CVCL_0324,NCIt:C35417,Intrahepatic cholangiocarcinoma,BMGC_DS05988,intrahepatic cholangiocarcinoma,ORDO:Orphanet_70567,Cholangiocarcinoma,BMGC_DS04091,cholangiocarcinoma
ACH-000979,DU 145,metastasis,carcinoma,prostate,Prostate:Carcinoma,PRAD,CVCL_0105,NCIt:C4863,Prostate carcinoma,BMGC_DS06988,prostate carcinoma,,,,
ACH-000995,JURKAT,primary,lymphoid_neoplasm,T-cell_ALL,Leukemia:ALL,ALL,CVCL_0065,NCIt:C7953,Childhood T acute lymphoblastic leukemia,,,ORDO:Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,,
ACH-000997,HCT-15,primary,carcinoma,colorectal,Colorectal:Carcinoma,COAD/READ,CVCL_0292,NCIt:C4349,Colon adenocarcinoma,BMGC_DS05624,colon adenocarcinoma,,,,
ACH-001021,C3A,primary,carcinoma,liver,,LIHC,CVCL_1098,NCIt:C3728,Hepatoblastoma,BMGC_DS04044,hepatoblastoma,ORDO:Orphanet_449,Hepatoblastoma,BMGC_DS04044,hepatoblastoma
ACH-001064,EB2,metastasis,lymphoid_neoplasm,lymphoma_Burkitt,,,,,,,,,,,
ACH-001065,EVSA-T,metastasis,carcinoma,breast,,BRCA,CVCL_1207,NCIt:C4872,Breast carcinoma,BMGC_DS07015,breast carcinoma,,,,
ACH-001182,RPMI 6666,primary,lymphoblastoid,lymphoma_Hodgkin,,,CVCL_1665,,,,,,,,
